Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
05/03/2019,NFLX190503C00372500,12.75,-2.525,12.05,12.35,11,0.4439,0.4252,0.0093,55,372.500,NFLX190503P00372500,0,0,22.6,23,0,0.4422,-0.5752,0.0094,17
05/03/2019,NFLX190503C00375000,11.25,-2.875,11.05,11.35,13,0.4417,0.4021,0.0093,195,375.000,NFLX190503P00375000,0,0,24.1,24.5,0,0.4394,-0.5986,0.0093,39
05/03/2019,NFLX190503C00377500,10.85,-2.225,10.1,10.35,1,0.4387,0.379,0.0092,19,377.500,NFLX190503P00377500,0,0,25.6,26.05,0,0.4371,-0.6216,0.0092,3
05/03/2019,NFLX190503C00380000,9.45,-2.6,9.2,9.45,34,0.437,0.3566,0.009,134,380.000,NFLX190503P00380000,26.9,2.025,27.2,27.65,10,0.4346,-0.6444,0.0091,16
05/03/2019,NFLX190503C00382500,8.77,-2.28,8.4,8.65,2,0.4344,0.3343,0.0089,58,382.500,NFLX190503P00382500,0,0,28.85,29.3,0,0.4326,-0.6665,0.0089,0
05/03/2019,NFLX190503C00385000,8.2,-1.925,7.6,7.85,52,0.4317,0.3124,0.0087,81,385.000,NFLX190503P00385000,0,0,30.6,31.1,0,0.4306,-0.6881,0.0087,1
05/03/2019,NFLX190503C00387500,7.3,-1.95,6.9,7.1,13,0.4297,0.2914,0.0084,73,387.500,NFLX190503P00387500,0,0,32.15,33.05,0,0.4285,-0.7093,0.0085,0
05/03/2019,NFLX190503C00390000,6.3,-2.1,6.2,6.45,18,0.4277,0.2709,0.0082,56,390.000,NFLX190503P00390000,0,0,34.1,34.9,0,0.4264,-0.7298,0.0082,1
05/03/2019,NFLX190503C00392500,0,0,5.6,5.8,0,0.4265,0.2517,0.0079,45,392.500,NFLX190503P00392500,0,0,34.65,36.75,0,0.4251,-0.7491,0.0079,0
05/03/2019,NFLX190503C00395000,5.2,-1.75,5,5.25,34,0.4247,0.2328,0.0076,77,395.000,NFLX190503P00395000,0,0,36.55,38.75,0,0.4223,-0.7686,0.0076,6
05/03/2019,NFLX190503C00397500,4.95,-1.375,4.5,4.7,8,0.4231,0.2148,0.0073,17,397.500,NFLX190503P00397500,0,0,39.85,40.75,0,0.4206,-0.7872,0.0073,0
05/03/2019,NFLX190503C00400000,4.18,-1.545,4.1,4.25,76,0.4227,0.1985,0.007,167,400.000,NFLX190503P00400000,0,0,41.15,42.8,0,0.4209,-0.8027,0.007,2
05/03/2019,NFLX190503C00402500,4,-1.15,3.6,3.8,1,0.4209,0.182,0.0066,28,402.500,NFLX190503P00402500,0,0,42.65,44.85,0,0.4188,-0.8193,0.0066,0
05/03/2019,NFLX190503C00405000,3.45,-1.2,3.25,3.4,8,0.4206,0.1674,0.0063,58,405.000,NFLX190503P00405000,46.2,3.6,46.2,46.85,1,0.4184,-0.8341,0.0063,1
05/03/2019,NFLX190503C00410000,2.85,-0.925,2.61,2.74,15,0.4192,0.1401,0.0056,62,410.000,NFLX190503P00410000,50.55,3.775,50.55,51.25,2,0.4191,-0.86,0.0056,2
05/03/2019,NFLX190503C00415000,2.29,-0.785,2.1,2.2,14,0.4188,0.1167,0.0049,28,415.000,NFLX190503P00415000,0,0,54.85,55.9,0,0.4183,-0.8837,0.0049,0
05/03/2019,NFLX190503C00420000,1.78,-0.7,1.7,1.77,8,0.4197,0.0971,0.0043,42,420.000,NFLX190503P00420000,0,0,59.45,60.5,0,0.4228,-0.9011,0.0044,4
05/03/2019,NFLX190503C00425000,1.47,-0.535,1.35,1.44,25,0.421,0.0806,0.0038,210,425.000,NFLX190503P00425000,0,0,64.15,65.2,0,0.4254,-0.917,0.0038,5
05/03/2019,NFLX190503C00430000,1.16,-0.455,1.08,1.18,26,0.4234,0.0671,0.0032,44,430.000,NFLX190503P00430000,0,0,68.9,69.95,0,0.4341,-0.9276,0.0034,0
05/03/2019,NFLX190503C00435000,0.99,-0.315,0.86,0.97,11,0.4278,0.0565,0.0028,29,435.000,NFLX190503P00435000,0,0,71.9,76.4,0,0.4476,-0.9344,0.003,0
05/03/2019,NFLX190503C00440000,0,0,0.7,0.8,0,0.4307,0.047,0.0024,13,440.000,NFLX190503P00440000,0,0,76.8,81.3,0,0.459,-0.9411,0.0027,0
05/03/2019,NFLX190503C00445000,0,0,0.56,0.69,0,0.4357,0.0398,0.0021,6,445.000,NFLX190503P00445000,0,0,83.6,86.1,0,0.4708,-0.9467,0.0024,0
05/03/2019,NFLX190503C00450000,0,0,0.45,0.59,0,0.4405,0.0336,0.0018,14,450.000,NFLX190503P00450000,0,0,87.1,90.6,0,0.4839,-0.951,0.0022,0
05/03/2019,NFLX190503C00455000,0,0,0.37,0.5,0,0.4455,0.0285,0.0015,1,455.000,NFLX190503P00455000,0,0,92,95.6,0,0.489,-0.9575,0.002,0
05/03/2019,NFLX190503C00460000,0.38,-0.14,0.3,0.42,8,0.4508,0.0242,0.0013,21,460.000,NFLX190503P00460000,0,0,97.05,100.5,0,0.05,-1,0,0
05/03/2019,NFLX190503C00465000,0,0,0.25,0.39,0,0.4594,0.0216,0.0012,4,465.000,NFLX190503P00465000,0,0,101.95,105.5,0,0.05,-1,0,0
05/03/2019,NFLX190503C00470000,0,0,0.2,0.34,0,0.4646,0.0185,0.001,2,470.000,NFLX190503P00470000,0,0,107,110.4,0,0.05,-1,0,0
05/03/2019,NFLX190503C00475000,0,0,0.17,0.3,0,0.4714,0.0162,0.0009,5,475.000,NFLX190503P00475000,0,0,111.95,115.4,0,0.05,-1,0,0
05/03/2019,NFLX190503C00480000,0.22,-0.08,0.14,0.24,13,0.4704,0.0128,0.0007,18,480.000,NFLX190503P00480000,0,0,116.9,120.45,0,0.05,-1,0,0
05/03/2019,NFLX190503C00485000,0.18,-0.08,0.11,0.21,13,0.4786,0.0115,0.0007,17,485.000,NFLX190503P00485000,0,0,121.9,125.4,0,0.05,-1,0,0
05/03/2019,NFLX190503C00490000,0.15,-0.08,0.15,0.23,10,0.4991,0.0121,0.0007,18,490.000,NFLX190503P00490000,0,0,126.85,130.5,0,0.05,-1,0,0
05/03/2019,NFLX190503C00495000,0,0,0.07,0.2,0,0.4985,0.0098,0.0006,2,495.000,NFLX190503P00495000,0,0,131.85,135.5,0,0.05,-1,0,0
05/03/2019,NFLX190503C00500000,0.15,-0.04,0.06,0.19,10,0.5053,0.0087,0.0005,30,500.000,NFLX190503P00500000,0,0,136.9,140.55,0,0.05,-1,0,0
05/10/2019,NFLX190510C00245000,0,0,115.2,118.85,0,0.6217,0.9865,0.0005,0,245.000,NFLX190510P00245000,0,0,0.11,0.23,0,0.5669,-0.008,0.0004,2
05/10/2019,NFLX190510C00250000,0,0,110.25,113.9,0,0.62,0.9825,0.0007,0,250.000,NFLX190510P00250000,0,0,0.16,0.27,0,0.5594,-0.0102,0.0005,0
05/10/2019,NFLX190510C00255000,0,0,105.45,108.95,0,0.602,0.9801,0.0007,1,255.000,NFLX190510P00255000,0,0,0.21,0.33,0,0.5498,-0.0127,0.0006,3
05/10/2019,NFLX190510C00260000,0,0,100.6,104.05,0,0.5894,0.9763,0.0009,0,260.000,NFLX190510P00260000,0,0,0.28,0.39,0,0.5405,-0.0158,0.0007,0
05/10/2019,NFLX190510C00265000,0,0,95.7,99.1,0,0.5633,0.9747,0.001,0,265.000,NFLX190510P00265000,0,0,0.36,0.49,0,0.5312,-0.0196,0.0008,7
05/10/2019,NFLX190510C00270000,96.85,-0.85,92.05,93.2,1,0.5567,0.9687,0.0012,1,270.000,NFLX190510P00270000,0,0,0.48,0.61,0,0.5217,-0.024,0.001,30
05/10/2019,NFLX190510C00275000,0,0,85.85,89.4,0,0.545,0.9629,0.0014,0,275.000,NFLX190510P00275000,0,0,0.62,0.74,0,0.5144,-0.0299,0.0012,37
05/10/2019,NFLX190510C00280000,0,0,81.05,84.55,0,0.5222,0.959,0.0016,1,280.000,NFLX190510P00280000,0,0,0.81,0.93,0,0.5075,-0.0371,0.0015,5
05/10/2019,NFLX190510C00285000,0,0,77.45,78.4,0,0.5154,0.95,0.0019,0,285.000,NFLX190510P00285000,1.19,0.145,1.02,1.13,19,0.5001,-0.0455,0.0018,41
05/10/2019,NFLX190510C00290000,0,0,72.8,73.65,0,0.5046,0.9406,0.0022,0,290.000,NFLX190510P00290000,1.46,0.175,1.28,1.37,11,0.4941,-0.0558,0.0021,32
05/10/2019,NFLX190510C00295000,0,0,68.15,69,0,0.5004,0.9274,0.0026,0,295.000,NFLX190510P00295000,1.72,0.135,1.6,1.71,2,0.4885,-0.0682,0.0025,24
05/10/2019,NFLX190510C00300000,0,0,63.6,66.35,0,0.4941,0.9129,0.003,5,300.000,NFLX190510P00300000,2.39,0.46,2,2.1,1,0.4824,-0.0825,0.0029,516
05/10/2019,NFLX190510C00305000,60.7,-3.925,59.2,60,5,0.4848,0.8974,0.0034,4,305.000,NFLX190510P00305000,0,0,2.48,2.59,0,0.4767,-0.0992,0.0034,20
05/10/2019,NFLX190510C00310000,0,0,54.7,55.7,0,0.478,0.8787,0.0039,2,310.000,NFLX190510P00310000,3.2,0.315,3.05,3.2,14,0.4718,-0.1186,0.0039,25
05/10/2019,NFLX190510C00315000,0,0,50.4,51.4,0,0.4761,0.8548,0.0045,0,315.000,NFLX190510P00315000,3.75,0.225,3.75,3.9,29,0.4661,-0.1403,0.0045,28
05/10/2019,NFLX190510C00320000,0,0,46.2,47.2,0,0.4712,0.83,0.005,2,320.000,NFLX190510P00320000,4.45,0.225,4.5,4.7,13,0.4604,-0.1652,0.005,23
05/10/2019,NFLX190510C00322500,0,0,44.2,45.8,0,0.4647,0.8187,0.0053,0,322.500,NFLX190510P00322500,0,0,5,5.2,0,0.4582,-0.1783,0.0053,11
05/10/2019,NFLX190510C00325000,0,0,42.2,43.15,0,0.4627,0.804,0.0056,0,325.000,NFLX190510P00325000,5.54,0.465,5.45,5.65,23,0.4562,-0.1927,0.0056,62
05/10/2019,NFLX190510C00327500,0,0,40.25,41.2,0,0.4606,0.7891,0.0059,0,327.500,NFLX190510P00327500,6.06,0.485,6,6.2,21,0.4546,-0.2079,0.0059,45
05/10/2019,NFLX190510C00330000,0,0,38.3,39.25,0,0.4572,0.7739,0.0061,0,330.000,NFLX190510P00330000,6.6,0.525,6.55,6.75,6,0.4515,-0.2232,0.0062,31
05/10/2019,NFLX190510C00332500,0,0,36.45,37.35,0,0.455,0.7577,0.0064,0,332.500,NFLX190510P00332500,0,0,7.15,7.45,0,0.449,-0.2394,0.0065,17
05/10/2019,NFLX190510C00335000,0,0,34.6,35.5,0,0.4521,0.7416,0.0067,3,335.000,NFLX190510P00335000,8.03,0.83,7.8,8.05,23,0.4467,-0.2564,0.0067,40
05/10/2019,NFLX190510C00337500,0,0,32.85,33.7,0,0.4489,0.7244,0.0069,0,337.500,NFLX190510P00337500,8.78,0.93,8.5,8.8,1,0.4446,-0.274,0.007,13
05/10/2019,NFLX190510C00340000,0,0,31.1,31.95,0,0.4467,0.7063,0.0072,0,340.000,NFLX190510P00340000,9.2,0.7,9.2,9.5,21,0.4426,-0.2924,0.0073,30
05/10/2019,NFLX190510C00342500,0,0,29.5,30.05,0,0.4445,0.6875,0.0074,4,342.500,NFLX190510P00342500,10.1,0.85,10,10.3,7,0.4407,-0.3113,0.0075,26
05/10/2019,NFLX190510C00345000,0,0,27.85,28.4,0,0.4424,0.6683,0.0077,2,345.000,NFLX190510P00345000,0,0,10.85,11.15,0,0.4382,-0.3306,0.0077,25
05/10/2019,NFLX190510C00347500,0,0,26.25,26.75,0,0.4404,0.6485,0.0079,1,347.500,NFLX190510P00347500,11.6,0.8,11.7,12.05,4,0.4363,-0.3506,0.0079,12
05/10/2019,NFLX190510C00350000,0,0,24.7,25.2,0,0.4378,0.6283,0.0081,6,350.000,NFLX190510P00350000,12.35,0.675,12.65,13,4,0.4345,-0.3711,0.0081,506
05/10/2019,NFLX190510C00352500,24.55,-2.875,23.2,23.7,1,0.4357,0.6077,0.0082,3,352.500,NFLX190510P00352500,0,0,13.7,14,0,0.4326,-0.3919,0.0083,25
05/10/2019,NFLX190510C00355000,0,0,21.75,22.25,0,0.4331,0.5867,0.0084,67,355.000,NFLX190510P00355000,15.5,1.975,14.7,15.05,3,0.4295,-0.413,0.0085,60
05/10/2019,NFLX190510C00357500,21.2,-3.125,20.35,20.8,18,0.4315,0.5653,0.0085,43,357.500,NFLX190510P00357500,16.83,2.33,15.8,16.15,6,0.4281,-0.4345,0.0086,28
05/10/2019,NFLX190510C00360000,19,-3.85,19.05,19.5,10,0.4288,0.5437,0.0086,38,360.000,NFLX190510P00360000,17.18,1.63,16.95,17.3,4,0.4254,-0.4563,0.0087,36
05/10/2019,NFLX190510C00362500,18.5,-2.95,17.8,18.1,15,0.4259,0.5219,0.0087,41,362.500,NFLX190510P00362500,18,1.375,18.15,18.5,11,0.4232,-0.4783,0.0088,43
05/10/2019,NFLX190510C00365000,16.9,-3.175,16.5,16.9,7,0.4236,0.4999,0.0088,99,365.000,NFLX190510P00365000,19.25,1.45,19.4,19.75,11,0.4209,-0.5004,0.0089,25
05/10/2019,NFLX190510C00367500,16.3,-2.55,15.25,15.7,6,0.4216,0.4779,0.0088,33,367.500,NFLX190510P00367500,21.5,2.525,20.7,21.1,5,0.4185,-0.5226,0.0089,41
05/10/2019,NFLX190510C00370000,15.15,-2.425,14.2,14.55,11,0.4203,0.456,0.0088,27,370.000,NFLX190510P00370000,22.3,2.075,22.1,22.45,1,0.4177,-0.5445,0.0089,25
05/10/2019,NFLX190510C00372500,13.9,-2.475,13.15,13.5,13,0.4177,0.4339,0.0088,80,372.500,NFLX190510P00372500,0,0,23.45,23.9,0,0.4157,-0.5666,0.0088,19
05/10/2019,NFLX190510C00375000,0,0,12.05,12.45,0,0.4156,0.4121,0.0087,22,375.000,NFLX190510P00375000,0,0,24.95,25.4,0,0.4124,-0.5889,0.0088,17
05/10/2019,NFLX190510C00377500,0,0,11.1,11.5,1,0.4127,0.3901,0.0087,13,377.500,NFLX190510P00377500,0,0,26.5,26.95,0,0.4108,-0.6105,0.0087,1
05/10/2019,NFLX190510C00380000,10.75,-2.3,10.2,10.5,4,0.4112,0.3689,0.0086,23,380.000,NFLX190510P00380000,0,0,28.05,28.55,0,0.4085,-0.6321,0.0086,2
05/10/2019,NFLX190510C00382500,0,0,9.35,9.65,0,0.4095,0.3481,0.0084,10,382.500,NFLX190510P00382500,0,0,29.7,30.2,0,0.4068,-0.6532,0.0085,0
05/10/2019,NFLX190510C00385000,9,-2.125,8.55,8.85,17,0.4072,0.3273,0.0083,46,385.000,NFLX190510P00385000,0,0,31.45,31.95,0,0.405,-0.6738,0.0083,0
05/10/2019,NFLX190510C00387500,0,0,7.8,8.1,0,0.4056,0.3073,0.0081,4,387.500,NFLX190510P00387500,0,0,33.05,33.85,0,0.404,-0.6936,0.0081,0
05/10/2019,NFLX190510C00390000,0,0,7.15,7.35,0,0.404,0.2878,0.0079,14,390.000,NFLX190510P00390000,0,0,34.85,35.65,0,0.4023,-0.7131,0.0079,12
05/10/2019,NFLX190510C00392500,0,0,6.45,6.75,0,0.4018,0.2686,0.0077,3,392.500,NFLX190510P00392500,0,0,36,37.5,0,0.4005,-0.7323,0.0077,0
05/10/2019,NFLX190510C00395000,0,0,5.85,6.1,0,0.4006,0.2505,0.0074,46,395.000,NFLX190510P00395000,0,0,37.1,39.45,0,0.3994,-0.7502,0.0074,5
05/10/2019,NFLX190510C00397500,0,0,5.3,5.55,0,0.3995,0.2332,0.0072,1,397.500,NFLX190510P00397500,0,0,40.55,41.4,0,0.3971,-0.7684,0.0072,0
05/10/2019,NFLX190510C00400000,4.8,-1.775,4.8,5.05,5,0.3972,0.2158,0.0069,31,400.000,NFLX190510P00400000,0,0,42.45,43.4,0,0.3964,-0.7847,0.0069,0
05/10/2019,NFLX190510C00405000,4.43,-1.02,3.9,4.1,11,0.3953,0.1848,0.0063,18,405.000,NFLX190510P00405000,0,0,46.55,47.5,0,0.3938,-0.8162,0.0063,0
05/10/2019,NFLX190510C00410000,3.4,-1.075,3.2,3.35,7,0.3939,0.1573,0.0057,12,410.000,NFLX190510P00410000,0,0,50.9,51.85,0,0.3935,-0.8431,0.0057,0
05/10/2019,NFLX190510C00415000,0,0,2.59,2.73,1,0.393,0.133,0.0051,23,415.000,NFLX190510P00415000,0,0,53.5,56.25,0,0.3938,-0.8665,0.0051,0
05/10/2019,NFLX190510C00420000,2.16,-0.885,2.11,2.22,12,0.3928,0.112,0.0045,24,420.000,NFLX190510P00420000,0,0,59.7,60.8,0,0.3958,-0.8862,0.0045,0
05/10/2019,NFLX190510C00425000,1.88,-0.59,1.72,1.81,21,0.3937,0.0943,0.004,19,425.000,NFLX190510P00425000,0,0,64.4,65.45,0,0.4003,-0.9017,0.004,0
05/10/2019,NFLX190510C00430000,1.5,-0.525,1.39,1.49,6,0.3944,0.079,0.0035,21,430.000,NFLX190510P00430000,0,0,69.1,70.15,0,0.4045,-0.9153,0.0036,18
05/10/2019,NFLX190510C00435000,1.22,-0.435,1.13,1.24,11,0.3966,0.0666,0.003,18,435.000,NFLX190510P00435000,0,0,73.85,74.95,0,0.4112,-0.9257,0.0032,4
05/10/2019,NFLX190510C00440000,0,0,0.92,1.03,0,0.4004,0.0564,0.0026,6,440.000,NFLX190510P00440000,0,0,76.9,79.8,0,0.421,-0.9331,0.0029,0
05/10/2019,NFLX190510C00445000,0,0,0.74,0.87,0,0.4035,0.048,0.0023,4,445.000,NFLX190510P00445000,0,0,81.7,84.55,0,0.4342,-0.9379,0.0026,0
05/10/2019,NFLX190510C00450000,0.69,-0.245,0.62,0.74,2,0.4069,0.0406,0.002,10,450.000,NFLX190510P00450000,0,0,86.4,89.55,0,0.4473,-0.9422,0.0024,0
05/10/2019,NFLX190510C00455000,0,0,0.5,0.64,0,0.411,0.0348,0.0017,1,455.000,NFLX190510P00455000,0,0,92.1,95.7,0,0.454,-0.9485,0.0022,0
05/10/2019,NFLX190510C00460000,0,0,0.42,0.55,0,0.4157,0.03,0.0015,2,460.000,NFLX190510P00460000,0,0,97.05,100.5,0,0.4733,-0.9491,0.0021,0
05/10/2019,NFLX190510C00465000,0,0,0.35,0.48,0,0.4216,0.0261,0.0013,0,465.000,NFLX190510P00465000,0,0,101.95,105.6,0,0.05,-1,0,0
05/10/2019,NFLX190510C00470000,0,0,0.29,0.42,0,0.4262,0.0226,0.0012,1,470.000,NFLX190510P00470000,0,0,107,110.45,0,0.05,-1,0,0
05/10/2019,NFLX190510C00475000,0,0,0.24,0.38,0,0.4322,0.0199,0.001,0,475.000,NFLX190510P00475000,0,0,111.9,115.55,0,0.05,-1,0,0
05/10/2019,NFLX190510C00480000,0,0,0.2,0.34,0,0.4393,0.0178,0.0009,0,480.000,NFLX190510P00480000,0,0,116.9,120.55,0,0.05,-1,0,0
05/10/2019,NFLX190510C00485000,0,0,0.17,0.31,0,0.4444,0.0156,0.0008,0,485.000,NFLX190510P00485000,0,0,121.85,125.55,0,0.05,-1,0,0
05/17/2019,NFLX190517C00130000,0,0,229.85,233.45,0,1.2155,0.9971,0.0001,33,130.000,NFLX190517P00130000,0,0,0,0.03,0,0.9944,-0.0005,0,71
05/17/2019,NFLX190517C00140000,0,0,219.85,223.5,0,1.0973,0.9975,0.0001,67,140.000,NFLX190517P00140000,0,0,0,0.07,0,0.9923,-0.001,0,35
05/17/2019,NFLX190517C00150000,0,0,209.9,213.5,0,0.9666,0.9982,0,0,150.000,NFLX190517P00150000,0.01,0.005,0,0.03,12,0.8536,-0.0005,0,254
05/17/2019,NFLX190517C00160000,0,0,199.9,203.55,0,1.0102,0.9957,0.0001,0,160.000,NFLX190517P00160000,0.03,-0.015,0.01,0.09,2,0.8884,-0.0015,0,39
05/17/2019,NFLX190517C00170000,0,0,190.1,193.6,0,0.9289,0.9957,0.0001,0,170.000,NFLX190517P00170000,0,0,0.01,0.03,0,0.7577,-0.0007,0,0
05/17/2019,NFLX190517C00180000,0,0,179.95,183.65,0,0.8934,0.9943,0.0002,7,180.000,NFLX190517P00180000,0,0,0.01,0.11,0,0.7808,-0.0021,0.0001,4
05/17/2019,NFLX190517C00190000,0,0,170,173.7,0,0.8481,0.993,0.0002,0,190.000,NFLX190517P00190000,0,0,0.01,0.12,0,0.7238,-0.0022,0.0001,5
05/17/2019,NFLX190517C00200000,0,0,160.2,163.65,0,0.7798,0.9928,0.0002,0,200.000,NFLX190517P00200000,0,0,0,0.13,0,0.6851,-0.0029,0.0001,46
05/17/2019,NFLX190517C00205000,0,0,155.15,158.75,0,0.7719,0.9912,0.0003,0,205.000,NFLX190517P00205000,0,0,0.02,0.13,0,0.6598,-0.003,0.0001,5
05/17/2019,NFLX190517C00210000,0,0,150.15,153.75,0,0.7393,0.9911,0.0003,6,210.000,NFLX190517P00210000,0,0,0.01,0.14,0,0.6415,-0.0034,0.0001,134
05/17/2019,NFLX190517C00215000,0,0,145.35,148.8,0,0.697,0.9917,0.0003,9,215.000,NFLX190517P00215000,0,0,0.02,0.15,0,0.6158,-0.0036,0.0001,6
05/17/2019,NFLX190517C00220000,0,0,140.35,143.75,0,0.6949,0.9894,0.0003,3,220.000,NFLX190517P00220000,0.14,0.01,0.1,0.16,2,0.6204,-0.0053,0.0002,127
05/17/2019,NFLX190517C00225000,0,0,135.4,138.85,0,0.6504,0.9903,0.0003,0,225.000,NFLX190517P00225000,0.13,0.025,0.06,0.17,4,0.589,-0.0051,0.0002,65
05/17/2019,NFLX190517C00230000,0,0,130.35,133.9,0,0.6524,0.9872,0.0004,10,230.000,NFLX190517P00230000,0.15,0.005,0.09,0.2,1,0.5797,-0.0064,0.0003,105
05/17/2019,NFLX190517C00235000,0,0,125.4,128.9,0,0.6213,0.987,0.0005,0,235.000,NFLX190517P00235000,0,0,0.13,0.22,0,0.566,-0.0075,0.0003,42
05/17/2019,NFLX190517C00240000,0,0,120.5,123.9,0,0.5976,0.9861,0.0005,0,240.000,NFLX190517P00240000,0.22,0,0.17,0.27,11,0.552,-0.0089,0.0004,230
05/17/2019,NFLX190517C00245000,0,0,115.55,119.05,0,0.6429,0.9752,0.0008,1,245.000,NFLX190517P00245000,0.25,-0.01,0.22,0.31,5,0.5399,-0.0106,0.0004,84
05/17/2019,NFLX190517C00250000,0,0,110.6,114.1,0,0.5792,0.9798,0.0007,9,250.000,NFLX190517P00250000,0.33,0.04,0.27,0.33,101,0.5286,-0.0128,0.0005,630
05/17/2019,NFLX190517C00255000,0,0,105.7,109.2,0,0.613,0.9678,0.001,11,255.000,NFLX190517P00255000,0,0,0.34,0.41,0,0.5186,-0.0156,0.0006,139
05/17/2019,NFLX190517C00260000,0,0,100.75,104.25,0,0.5549,0.9723,0.001,6,260.000,NFLX190517P00260000,0.51,0.065,0.43,0.5,1,0.5096,-0.0191,0.0008,188
05/17/2019,NFLX190517C00265000,0,0,96.05,99.4,0,0.5484,0.9664,0.0011,1,265.000,NFLX190517P00265000,0.56,0.01,0.54,0.61,3,0.503,-0.0237,0.0009,122
05/17/2019,NFLX190517C00270000,0,0,91.05,94.5,0,0.5207,0.9648,0.0013,184,270.000,NFLX190517P00270000,0.67,-0.005,0.67,0.74,7,0.4948,-0.0289,0.0011,287
05/17/2019,NFLX190517C00275000,0,0,86.2,89.7,0,0.5216,0.9552,0.0015,0,275.000,NFLX190517P00275000,0.85,0.02,0.83,0.89,8,0.4876,-0.0353,0.0014,438
05/17/2019,NFLX190517C00280000,83.3,-5.075,82.85,83.5,3,0.5009,0.9508,0.0017,50,280.000,NFLX190517P00280000,1.05,0.025,1.03,1.11,51,0.481,-0.0431,0.0016,757
05/17/2019,NFLX190517C00285000,0,0,77.95,78.8,0,0.4915,0.9419,0.002,10,285.000,NFLX190517P00285000,1.32,0.075,1.3,1.38,16,0.475,-0.0524,0.0019,415
05/17/2019,NFLX190517C00290000,0,0,73.3,74.1,0,0.4869,0.93,0.0023,39,290.000,NFLX190517P00290000,1.62,0.085,1.59,1.67,83,0.4683,-0.0633,0.0022,794
05/17/2019,NFLX190517C00295000,70.55,-3.775,68.8,69.45,2,0.4765,0.9185,0.0027,27,295.000,NFLX190517P00295000,2.03,0.165,1.96,2.06,1,0.4631,-0.0761,0.0026,360
05/17/2019,NFLX190517C00300000,65.52,-4.13,64.25,65,2,0.4692,0.904,0.0031,183,300.000,NFLX190517P00300000,2.44,0.185,2.41,2.5,112,0.4585,-0.0913,0.003,1582
05/17/2019,NFLX190517C00305000,0,0,59.7,60.5,0,0.4626,0.887,0.0035,45,305.000,NFLX190517P00305000,3,0.24,2.94,3.05,34,0.4539,-0.1087,0.0035,266
05/17/2019,NFLX190517C00310000,56.18,-4.57,55.6,56.15,3,0.4571,0.8678,0.004,66,310.000,NFLX190517P00310000,3.59,0.265,3.55,3.7,44,0.4478,-0.1277,0.0039,463
05/17/2019,NFLX190517C00315000,52.35,-4.125,51.35,51.85,1,0.4513,0.8462,0.0044,53,315.000,NFLX190517P00315000,4.37,0.345,4.3,4.45,16,0.4443,-0.1504,0.0044,373
05/17/2019,NFLX190517C00320000,48.43,-3.745,47.2,47.7,1,0.4459,0.822,0.0049,254,320.000,NFLX190517P00320000,5.25,0.45,5.15,5.35,70,0.4382,-0.1744,0.005,1527
05/17/2019,NFLX190517C00325000,45.38,-2.695,43.05,45.7,2,0.4412,0.795,0.0054,81,325.000,NFLX190517P00325000,6.2,0.475,6.15,6.3,56,0.4347,-0.202,0.0055,623
05/17/2019,NFLX190517C00330000,40.22,-3.98,39.4,39.95,5,0.4368,0.7654,0.0059,236,330.000,NFLX190517P00330000,7.09,0.34,7.3,7.45,593,0.4303,-0.2317,0.006,1117
05/17/2019,NFLX190517C00335000,36.3,-4.1,35.7,36.3,12,0.4316,0.7338,0.0064,156,335.000,NFLX190517P00335000,8.55,0.625,8.6,8.8,28,0.4265,-0.2641,0.0065,571
05/17/2019,NFLX190517C00340000,33.15,-3.65,32.25,32.65,16,0.4273,0.6996,0.0069,323,340.000,NFLX190517P00340000,10.2,0.925,10.1,10.3,84,0.4216,-0.2984,0.007,1272
05/17/2019,NFLX190517C00345000,29.26,-4.065,28.95,29.35,32,0.423,0.6634,0.0073,155,345.000,NFLX190517P00345000,11.55,0.775,11.75,12.05,28,0.4184,-0.3353,0.0074,453
05/17/2019,NFLX190517C00350000,26.5,-3.55,25.85,26.2,1412,0.4186,0.6254,0.0077,3083,350.000,NFLX190517P00350000,13.62,1.145,13.6,13.95,57,0.4143,-0.3738,0.0077,947
05/17/2019,NFLX190517C00355000,23.33,-3.57,22.95,23.25,23,0.4143,0.5858,0.008,654,355.000,NFLX190517P00355000,15.26,0.91,15.7,16,24,0.4104,-0.4137,0.008,631
05/17/2019,NFLX190517C00360000,20.22,-3.73,20.15,20.5,237,0.4106,0.5451,0.0082,1908,360.000,NFLX190517P00360000,17.85,1.45,17.95,18.2,182,0.4064,-0.4548,0.0083,2062
05/17/2019,NFLX190517C00365000,17.7,-3.475,17.7,17.9,155,0.4059,0.5037,0.0083,2874,365.000,NFLX190517P00365000,20.3,1.625,20.4,20.65,94,0.4023,-0.4966,0.0084,681
05/17/2019,NFLX190517C00370000,15.5,-3.15,15.3,15.55,151,0.4016,0.4619,0.0084,1531,370.000,NFLX190517P00370000,22.55,1.425,23.05,23.35,24,0.3986,-0.5386,0.0084,1002
05/17/2019,NFLX190517C00375000,13.25,-3,13.15,13.4,95,0.3972,0.4202,0.0083,901,375.000,NFLX190517P00375000,25.8,2.025,25.8,26.25,10,0.3943,-0.5806,0.0084,401
